Município-São Paulo,Codigo Municipio,Ano,Gini,Densidade,% Trab,PIB per capita,Anos Medios de Educação,Investimento em Segurança,Urbanização,População,Homicídio Doloso,Furto,Roubo,Furto e Roubo de Veículo,Crime,Tx.Crime,Tx.Seg
MOCOCA,3530508,2013,0.29519464433810216,80.23160603579366,0.25850707100160375,19723.84105436871,12.516778523489933,836946.3983433234,0.8867725730832592,68590.0,2,495,89,96,680,9.913981629975215,12202.163556543568
MOCOCA,3530508,2012,0.29684423801187243,77.66873318516785,0.26163044624166026,18961.31462426631,12.370999309233248,803322.7064065777,0.8659301908265402,66399.0,4,645,76,74,795,11.973071883612706,12098.415735275797
MOCOCA,3530508,2011,0.3069134382993961,77.60556790267867,0.25810535835405835,16939.531156209578,12.34466246204158,717118.1493648038,0.8744871520867703,66345.0,1,524,37,63,624,9.405380963147184,10808.925305069015
MOCOCA,3530508,2010,0.31650783078299266,77.55643934963153,0.2388127234061807,16435.85,12.407161803713528,379129.36,0.8608879001289643,66303.0,1,606,97,37,740,11.160882614662986,5718.132814503115
MOGI DAS CRUZES,3530607,2017,0.3547406561484774,608.3008551801487,0.2295777147321624,21557.986228492973,13.963017246571766,10989728.883116312,0.9571206516159322,433901.0,19,3130,1326,991,5447,12.553554843155466,25327.733476337486
MOGI DAS CRUZES,3530607,2016,0.3617527109185869,601.8799943922613,0.22890331476913545,22380.53774087466,13.939851230755142,11132872.321471155,0.9514195319498056,429321.0,30,2973,1318,942,5233,12.189014746541632,25931.34815550871
MOGI DAS CRUZES,3530607,2015,0.36455542214403375,595.3077246600309,0.23782183673901935,24201.48052445828,13.750047035757078,12359179.872544428,0.9530401454275303,424633.0,50,3069,1558,1254,5881,13.849606601465265,29105.556733801724
MOGI DAS CRUZES,3530607,2014,0.3716318955779021,588.586849852797,0.24815464975859794,25279.729659619366,13.650823055142295,12100907.58599556,0.9477311406329069,419839.0,68,3823,1840,1331,6994,16.6587668129926,28822.733443047357
MOGI DAS CRUZES,3530607,2013,0.3845379452352206,581.6725080611244,0.24439693714495056,26103.05220359984,13.61650657777953,11589494.338734584,0.9557923400346083,414907.0,38,3812,1429,878,6119,14.747883260586107,27932.752011256944
MOGI DAS CRUZES,3530607,2012,0.38705761732732713,555.8222346838637,0.24935177618370208,25030.88969324382,13.548310742464091,11730874.029286388,0.9675526835016384,396468.0,34,3972,1359,1129,6460,16.2938749155039,29588.45109639716
MOGI DAS CRUZES,3530607,2011,0.39463877035112055,549.8331697742885,0.2481514344868382,24126.745781653735,13.50311331223542,10889606.987311218,0.9653286430762256,392196.0,32,3591,1348,1034,5973,15.229630082917724,27765.726798109154
MOGI DAS CRUZES,3530607,2010,0.397731301495086,542.8865834852096,0.23367102140527476,24248.23,13.447854387923128,10783510.36,0.9655069362008958,387241.0,33,3380,1236,889,5505,14.215953372705886,27847.026425404336
MOGI GUACU,3530706,2017,0.34462627096510345,183.93991627677912,0.2624568261533107,24046.16767676369,13.394593216016322,8045483.032086854,0.924557099344583,149396.0,11,1704,625,629,2958,19.799726900318618,53853.40325100307
MOGI GUACU,3530706,2016,0.3432242897274247,182.62373799556758,0.2549030183311198,23801.758649954816,13.452379063186013,7133054.239547271,0.9145359240478357,148327.0,6,1738,671,564,2973,20.04355242133934,48090.059392742194
MOGI GUACU,3530706,2015,0.35129286245223407,181.27677911844373,0.2830887097321932,23840.277898700064,13.2989443378119,7430199.969144221,0.919929180979128,147233.0,7,1621,539,521,2681,18.209232984453212,50465.58834734211
MOGI GUACU,3530706,2014,0.3489668235547634,179.89903964540753,0.27995263971967094,27253.29872192438,13.13120645397873,8185570.552109952,0.9208148897440473,146114.0,6,1494,418,376,2288,15.65900598163078,56021.80867069516
MOGI GUACU,3530706,2013,0.35014274733539547,178.48190100960355,0.28121658630133206,27807.320804109353,13.276087916400922,8234198.143432853,0.9068880719550941,144963.0,14,1019,284,286,1589,10.961417741078758,56802.06772371469
MOGI GUACU,3530706,2012,0.35604317512247485,171.39990150209306,0.2914424865851118,28346.96789447015,12.954254165434289,7747863.438457813,0.9344832513435914,139211.0,8,1501,492,262,2255,16.198432595125386,55655.54042753671
MOGI GUACU,3530706,2011,0.36781806793074845,170.21053927604038,0.2943325255886289,26965.723016043878,12.82462521504055,5570072.961570551,0.8985887742773266,138245.0,4,1524,378,329,2231,16.13801584144092,40291.31586365186
MOGI GUACU,3530706,2010,0.36936830707383334,169.02979561684313,0.28717422024095685,26171.67,12.872796448953709,5818510.57,0.8826350505855541,137286.0,9,1677,410,385,2472,18.006206022464053,42382.4029398482
MOGI MIRIM,3530805,2017,0.34377781906063637,185.54640417838488,0.2987495263357332,31191.51865221554,13.769043995071392,8153898.298844834,0.920375826968111,92365.0,5,978,406,380,1764,19.09814323607427,88279.09163476246
MOGI MIRIM,3530805,2016,0.3447790677848713,184.67055042185618,0.2960545638481872,30692.194594993925,13.693709582598471,6244343.431560612,0.9178047353642372,91929.0,4,1126,360,336,1822,19.819643420465795,67925.71910453298
MOGI MIRIM,3530805,2015,0.35289345161123,183.77460827641622,0.31007946831651784,32204.616824656714,13.61388232805725,7541229.018967736,0.9383026702752073,91483.0,7,1046,267,376,1689,18.462446574773455,82433.11892884728
MOGI MIRIM,3530805,2014,0.34453680358283845,182.85857774206508,0.3221681479121579,33006.978395353435,13.476096296801472,7888129.0154483495,0.9388718263244817,91027.0,6,1116,240,436,1792,19.68646665275138,86657.02500849582
MOGI MIRIM,3530805,2013,0.35248384458659116,181.91643230212935,0.3243335762715608,33753.68420058493,13.398590446358654,6851684.112600594,0.9541159348774114,90558.0,7,1072,232,362,1666,18.397049404801344,75660.7269661498
MOGI MIRIM,3530805,2012,0.35794264342705334,175.30333467255926,0.3413013086425412,121688.31889935912,12.992344883158744,6139014.174033827,0.9941604861178674,87266.0,11,858,226,360,1444,16.547108839639723,70348.29342508911
MOGI MIRIM,3530805,2011,0.3568114289203056,174.55202892728002,0.35221884638401696,32758.61670109168,12.98421826498938,5401766.608101065,0.9465862801140926,86892.0,4,991,235,335,1561,17.964829903788612,62166.443494234976
MOGI MIRIM,3530805,2010,0.3705699924175047,173.25030132583368,0.3448819628032095,32023.77,12.765330823023131,5322785.8,0.936218511559132,86244.0,3,1108,319,366,1793,20.78985204767868,61717.751959556605
MONTE ALTO,3531308,2017,0.3199958717813072,144.23953823953823,0.2586086156185598,20988.268178136175,13.437833655705996,2406794.8702098206,0.8248869495792112,49979.0,2,523,100,86,709,14.18595810240301,48156.12297584627
MONTE ALTO,3531308,2016,0.3204695158651903,143.4949494949495,0.25892480038615473,23567.787216742072,13.31155817927606,2534550.54125051,0.819221204028698,49721.0,2,502,83,66,651,13.093059270730677,50975.45385753525
MONTE ALTO,3531308,2015,0.3252799451429675,142.73015873015873,0.2654885150436752,23400.570583003057,13.265346534653466,2443553.4716776377,0.8471089562124358,49456.0,3,510,64,79,653,13.203655774830152,49408.63538655851
MONTE ALTO,3531308,2014,0.3300876953334316,141.95093795093794,0.27861586630341967,24539.7428158948,13.134194395796847,2445429.5458809696,0.8630955429967376,49186.0,1,444,47,39,530,10.775423901110072,49717.999956918015
MONTE ALTO,3531308,2013,0.3254464437573478,141.14574314574315,0.2932709019158812,24850.203853519328,13.008436170954473,1889787.7481907173,0.8494123779609166,48907.0,1,418,47,58,523,10.693765718608788,38640.43487007417
MONTE ALTO,3531308,2012,0.3199646049015449,135.93073593073592,0.3061783439490446,24727.57297461484,12.912558075029471,2183832.8854622026,0.8524595345820408,47100.0,4,570,85,58,713,15.1380042462845,46365.8786722336
MONTE ALTO,3531308,2011,0.32564694748826317,135.28138528138527,0.2986026666666667,22121.950450151227,12.761734657426592,1889349.5971242723,0.8626945780547466,46875.0,2,552,51,67,670,14.293333333333333,40306.124738651146
MONTE ALTO,3531308,2010,0.3263170794318346,134.62337662337663,0.3015842390721804,21536.94,12.631788456070515,1677411.96,0.8325605901960693,46647.0,1,632,44,66,742,15.906703539348726,35959.69644350119
MONTE MOR,3531803,2017,0.39785500178180006,238.004158004158,0.24910901467505242,32953.13586219212,13.56609860439021,3785084.295528722,0.9561055852274585,57240.0,7,445,207,108,760,13.277428371767995,66126.56001971911
MONTE MOR,3531803,2016,0.4075579002307263,234.24116424116423,0.23362030709150616,34188.75485079779,13.47382417749411,4013765.751079455,0.9523214427063834,56335.0,5,497,238,104,839,14.893050501464455,71248.17167088763
MONTE MOR,3531803,2015,0.4135488375377155,230.3908523908524,0.23858939883412442,31122.586567441685,13.354765506807867,3853730.626277639,0.959704592240848,55409.0,14,392,186,110,688,12.41675540074717,69550.625823921
MONTE MOR,3531803,2014,0.41600653467809295,226.45322245322245,0.24584113693951745,43238.17426053636,13.165508999925311,4421738.305451067,0.9631896987304102,54462.0,12,458,200,192,850,15.607212368256766,81189.42208238895
MONTE MOR,3531803,2013,0.3458498918037248,222.40332640332642,0.21025276697577028,43386.2297531045,12.82518228703539,4469341.700691271,0.9591811508680801,53488.0,13,405,165,167,737,13.778791504636555,83557.83915441352
MONTE MOR,3531803,2012,0.40252144648837934,210.8191268191268,0.2249812630665457,46054.42681213773,12.903743315508022,4411108.926486805,0.9672330148160841,50702.0,6,438,147,128,713,14.062561634649521,87000.68885816743
MONTE MOR,3531803,2011,0.4114038209869002,207.23908523908523,0.23051303143997914,43193.60646502228,12.837061537122464,4315730.088125568,0.9438637762684358,49841.0,9,425,148,103,676,13.563130755803455,86589.95782840568
MONTE MOR,3531803,2010,0.42061750198667736,203.6216216216216,0.2125952094096506,39302.55,12.772356161751993,4732519.38,0.9799766950892873,48971.0,11,415,175,78,668,13.640726144044434,96639.22280533377
NATIVIDADE DA SERRA,3532306,2017,0.2784920242532511,8.10415166786657,0.10275392360082913,6650.080565487174,12.223342939481268,12636.771051710526,0.7139670507774407,6754.0,2,62,3,5,70,10.36422860527095,1871.0054858914016
NATIVIDADE DA SERRA,3532306,2016,0.2746062306325226,8.123350131989442,0.10576070901033974,6485.9195862550905,12.195530726256983,11436.961234341092,0.7427956487358514,6770.0,2,74,7,4,85,12.555391432791728,1689.3591188096148
NATIVIDADE DA SERRA,3532306,2015,0.2996534200269442,8.142548596112311,0.11597406424992632,6801.395074973864,11.673443456162643,11116.605671786516,0.7773711278563505,6786.0,2,48,3,1,52,7.662835249042145,1638.1676498359143
NATIVIDADE DA SERRA,3532306,2014,0.30578589703005593,8.162946964242861,0.11068646185506394,7789.790463721297,11.911022576361221,10037.6128090187,0.6371869395348105,6803.0,1,53,0,4,57,8.378656475084522,1475.4685887136116
NATIVIDADE DA SERRA,3532306,2013,0.2890622204602144,8.184545236381089,0.10321067292185897,6672.67680911612,12.008522727272727,9966.295102917833,0.7647735700923574,6821.0,1,47,3,3,53,7.770121683037678,1461.119352428945
NATIVIDADE DA SERRA,3532306,2012,0.2763898850735047,7.963762898968083,0.10803073677866507,6505.63569775231,11.841004184100418,12230.210145531908,0.7413509638072795,6637.0,1,70,4,2,76,11.450956757571191,1842.7316777959782
NATIVIDADE DA SERRA,3532306,2011,0.2912810059362303,7.987760979121671,0.10064593660808172,6965.871237148933,11.608955223880598,13146.33225278052,0.8113516697136461,6657.0,0,73,0,2,75,11.266336187471834,1974.813317227057
NATIVIDADE DA SERRA,3532306,2010,0.3029862840008933,8.016558675305976,0.10208052686723544,6955.71,11.395894428152493,15062.96,0.7424670024474143,6681.0,1,75,0,3,78,11.674898967220477,2254.5966172728636
NOVA GUATAPORANGA,3533106,2017,0.21961370939898006,67.56598240469208,0.1111111111111111,7839.141962310027,12.90234375,21918.00718287684,0.7009732248682156,2304.0,1,11,0,0,11,4.774305555555555,9513.023950901406
NOVA GUATAPORANGA,3533106,2016,0.265960775295151,67.33137829912023,0.09799651567944251,7816.523658141036,12.817777777777778,19517.035128748725,0.7989938140056652,2296.0,0,16,0,0,16,6.968641114982578,8500.450840047355
NOVA GUATAPORANGA,3533106,2015,0.29148689832461194,67.09677419354838,0.10314685314685315,8594.787243288041,12.61864406779661,20646.805821795486,0.8458444096015555,2288.0,0,6,0,1,7,3.0594405594405596,9023.953593442084
NOVA GUATAPORANGA,3533106,2014,0.29431658028969493,66.83284457478005,0.10136024572180781,9450.897803253658,12.337662337662337,21960.231069352863,0.8421063414923687,2279.0,0,4,0,0,4,1.7551557700745941,9635.906568386514
NOVA GUATAPORANGA,3533106,2013,0.3200006720046162,66.56891495601172,0.11145374449339207,9619.813251214659,12.537549407114625,20527.053190951247,0.7998580470940293,2270.0,0,9,0,0,9,3.9647577092511015,9042.754709670153
NOVA GUATAPORANGA,3533106,2012,0.3161293115546048,64.25219941348973,0.11319032405294387,8550.791118218303,12.362903225806452,20666.170213913807,0.7925445345717356,2191.0,0,15,0,1,16,7.302601551802829,9432.300417121773
NOVA GUATAPORANGA,3533106,2011,0.32100467157166784,64.04692082111437,0.10576923076923077,7512.02099276842,11.735930735930737,18511.682582151894,0.7638481981200219,2184.0,0,10,0,0,10,4.5787545787545785,8476.045138347936
NOVA GUATAPORANGA,3533106,2010,0.2972068324865949,63.87096774193548,0.10055096418732783,7637.26,11.45662100456621,17976.34,0.7116243557930904,2178.0,0,8,0,0,8,3.6730945821854912,8253.599632690542
NOVA INDEPENDENCIA,3533205,2017,0.2662041311806574,14.0895410082769,0.4128170894526035,23169.195546080573,12.783311772315653,26434.807645968827,0.6097713119956697,3745.0,0,42,2,1,45,12.016021361815755,7058.6936304322635
NOVA INDEPENDENCIA,3533205,2016,0.2673957895681213,13.796087283671934,0.3659667302972457,22128.07213301103,12.65946348733234,28331.967102327915,0.5738024785285621,3667.0,0,31,1,0,32,8.72647941096264,7726.197737204231
NOVA INDEPENDENCIA,3533205,2015,0.273558563857177,13.498871331828441,0.3617614269788183,21168.03556855449,12.395993836671803,20548.58088111156,0.6742196791470043,3588.0,0,31,0,4,35,9.75473801560758,5727.02923107903
NOVA INDEPENDENCIA,3533205,2014,0.2689026638857373,13.194130925507901,0.3972055888223553,19165.67040356397,12.4091888011486,21316.215351522093,0.6414070442695822,3507.0,0,26,0,1,27,7.698887938408896,6078.190861568888
NOVA INDEPENDENCIA,3533205,2013,0.28384849101273435,12.878103837471782,0.4060765410458662,18723.063658212293,12.227338129496403,22175.5033152179,0.5442810898232591,3423.0,0,38,0,0,38,11.101373064563248,6478.382505176131
NOVA INDEPENDENCIA,3533205,2012,0.2906073751432694,12.114371708051166,0.4124223602484472,18920.476507845193,12.144578313253012,22157.041908165265,0.44389717866431466,3220.0,0,33,0,1,34,10.559006211180124,6881.068915579275
NOVA INDEPENDENCIA,3533205,2011,0.30076130212710056,11.8359668924003,0.37984742530197074,21404.448279641074,12.07531380753138,19811.038357467885,0.33552688362121214,3146.0,0,30,1,0,31,9.853782581055308,6297.214989659214
NOVA INDEPENDENCIA,3533205,2010,0.3125697653189849,11.557562076749436,0.4007161458333333,19002.21,11.75629569455727,16644.25,0.3892485760457463,3072.0,0,34,0,1,35,11.393229166666666,5418.050130208333
NOVO HORIZONTE,3533502,2017,0.2939237214227828,43.17376838037995,0.24241143567433188,20388.56939007523,12.536662906368578,132266.3980358633,0.7899796281820303,40225.0,2,384,21,50,455,11.311373523927905,3288.1640282377452
NOVO HORIZONTE,3533502,2016,0.29726102890654815,42.81206396908876,0.24428399518652227,20830.37225269982,12.425492610837438,86032.92107802555,0.8045472478923007,39888.0,1,317,17,36,370,9.275972723626154,2156.8622412260715
NOVO HORIZONTE,3533502,2015,0.29178647656332757,42.44177310293013,0.2706420858306148,18980.469962594085,12.263034946738927,165384.71148643724,0.8524874742239895,39543.0,2,305,14,21,340,8.598234832966645,4182.401726890656
NOVO HORIZONTE,3533502,2014,0.3056016763954035,42.06396908876248,0.2216835497945957,18670.290853075232,12.48238950276243,200139.58301216492,0.8394892143371484,39191.0,2,283,13,36,332,8.471332703937128,5106.774081094254
NOVO HORIZONTE,3533502,2013,0.29474845648834247,41.67435869915209,0.2548676213042135,17066.374986042465,12.270008084074373,165448.37035063075,0.7820635879671322,38828.0,1,380,23,30,433,11.151746162563098,4261.058265958349
NOVO HORIZONTE,3533502,2012,0.30341546830178034,39.95062788451218,0.2443716081887056,17274.10480456577,12.018689533861037,129220.0267395867,0.7274248562319131,37222.0,4,446,14,36,496,13.325452689269786,3471.6035339204423
NOVO HORIZONTE,3533502,2011,0.3114427378901455,39.61897606525706,0.23078590198575027,16297.457555513325,11.910083343115389,137412.23905537403,0.72618505633386,36913.0,1,398,13,31,442,11.974101265136945,3722.5974332992178
NOVO HORIZONTE,3533502,2010,0.31666518525356935,39.29591070086938,0.21992789249426417,15773.79,11.867983109786389,181593.44,0.7087832878307491,36612.0,3,551,16,17,584,15.951054299136896,4959.9431880257835
OLIMPIA,3533908,2017,0.31942236942135144,67.31904821228353,0.27897551677554266,24790.314408924853,13.440663349917081,492958.02759847307,0.8751296954832212,54037.0,4,820,87,86,993,18.37629772193127,9122.60169140539
OLIMPIA,3533908,2016,0.32302563807231405,66.90170673975332,0.27967301031618935,23209.549181540417,13.280245022970904,569545.3621262013,0.8840015305817915,53702.0,0,792,70,54,916,17.05709284570407,10605.663888238823
OLIMPIA,3533908,2015,0.3094190851616245,66.4756446991404,0.2885119940029985,23551.62408531615,13.078012341669373,553547.6120988544,0.9129793910967144,53360.0,0,759,61,73,893,16.735382308845576,10373.830811447797
OLIMPIA,3533908,2014,0.31857202647661564,66.03961629500435,0.2897755140539521,23992.00089660983,12.829763687259945,824596.0763410706,0.9020876286694591,53010.0,3,637,78,89,804,15.166949632144878,15555.481538220534
OLIMPIA,3533908,2013,0.31525976465146666,65.59112993646443,0.2821652421652422,23798.23637881847,12.684571890145396,582874.7816453796,0.8667293073478625,52650.0,4,624,49,84,757,14.377967711301045,11070.746090130668
OLIMPIA,3533908,2012,0.31483635254573406,63.074623146879276,0.2818092040292317,24585.80141021765,12.461942809083263,618814.8678002915,0.8786785014022664,50630.0,3,650,65,63,778,15.366383567055106,12222.29642109997
OLIMPIA,3533908,2011,0.31621451562110986,62.70337610564345,0.2609473098625129,23764.401973305346,12.299299527942743,530608.1753570588,0.8480570307522493,50332.0,2,732,66,78,876,17.404434554557735,10542.163541227425
OLIMPIA,3533908,2010,0.312858807977801,62.03064656783356,0.26154803984575836,23816.4,12.109498579436382,417395.11,0.8298191270444446,49792.0,4,818,55,41,914,18.356362467866322,8382.774542095116
ORLANDIA,3534302,2017,0.31035930862993516,148.4098697738177,0.2664295940516326,26589.611161824552,12.993153059455711,1318472.5788509718,0.9261396294265554,43306.0,0,290,58,45,393,9.074954971597469,30445.494362235528
ORLANDIA,3534302,2016,0.3046621690395787,147.3474982864976,0.264815331658759,25685.584649044984,12.89855963463903,1130495.3339011332,0.9325693816814036,42996.0,1,361,54,70,485,11.28011908084473,26293.03502421465
ORLANDIA,3534302,2015,0.3083012380199037,146.25771076079505,0.2692956558414171,25398.532310239603,12.873923257635083,1249659.9003359224,0.9562798140229773,42678.0,2,364,53,53,470,11.012699751628473,29281.126114998886
ORLANDIA,3534302,2014,0.3112739521347018,145.14736120630567,0.2816971242385607,27845.91584440345,12.587880311792809,1145404.2045844803,0.9444372284017397,42354.0,2,357,32,75,464,10.955281673513717,27043.58985183171
ORLANDIA,3534302,2013,0.31758096711776607,144.00274160383825,0.2836030461684912,29288.307084378896,12.433330536208777,1240126.6688445064,0.9345185584850089,42020.0,3,298,25,90,413,9.8286530223703,29512.77174784641
ORLANDIA,3534302,2012,0.32882915003831586,138.28649760109664,0.2713620142743854,28880.178191086085,12.445205479452055,1360788.182176042,0.928633122996757,40352.0,3,401,31,72,504,12.490087232355274,33722.942659001834
ORLANDIA,3534302,2011,0.34630074992256826,137.32350925291294,0.27915450076114895,26765.368204368886,12.16735204720186,1408375.9523645595,0.9229305125632161,40071.0,2,447,49,55,551,13.75059269796112,35147.012861285206
ORLANDIA,3534302,2010,0.33436395083942394,136.329677861549,0.2781981347879641,26299.41,11.950754495346526,997176.01,0.9240667038477431,39781.0,6,423,50,50,523,13.146979713933787,25066.640104572536
OSASCO,3534401,2017,0.3988889669098232,10904.46875,0.22237442791516093,72164.40488798414,14.317258621578432,28957321.09839834,0.9999819137046715,697886.0,67,6081,9744,4805,20630,29.560701891139814,41492.91015781709
OSASCO,3534401,2016,0.4074830641710463,10880.96875,0.2300260489214253,71707.62898353451,14.232273731786798,28124009.64247865,0.999982336382271,696382.0,49,6415,9229,5134,20778,29.83707218164743,40385.894010009804
OSASCO,3534401,2015,0.3978335270970289,10856.9375,0.24375111535826746,68648.26980233037,14.058363691112305,34904724.10068242,0.9999840855426826,694844.0,70,6543,7993,4846,19382,27.894030890386908,50233.90012820492
OSASCO,3534401,2014,0.4033996720560633,10832.359375,0.2556013449286066,69893.47147280397,14.023470522175383,31358357.86386981,0.9999852736758438,693271.0,62,6775,8479,5942,21196,30.573902557585708,45232.46733798155
OSASCO,3534401,2013,0.4077247131630681,10807.0625,0.25390225142123496,66109.93732225947,13.835478213333941,34176416.169407174,0.999984135183757,691652.0,87,6654,4781,5100,16535,23.90653103005558,49412.73381614912
OSASCO,3534401,2012,0.41325077043790476,10451.203125,0.259910267508077,66631.09504558903,13.690327182366206,33753716.553987615,0.9999863414646067,668877.0,87,6172,4709,4266,15147,22.645419112931076,50463.263879588645
OSASCO,3534401,2011,0.41864785218911116,10434.78125,0.25820498153710697,66360.98348988943,13.655715743812197,15891788.8387707,0.9999876328653138,667826.0,73,5669,3896,3653,13218,19.792580702158947,23796.301489865175
OSASCO,3534401,2010,0.4175379917116717,10413.578125,0.24753289350292362,65269.03,13.57091766531493,1805866.0,0.9999865660295844,666469.0,61,5286,4154,3421,12861,19.29722162621217,2709.6023971107434
OSVALDO CRUZ,3534609,2017,0.25962347678740855,131.67874396135267,0.2252285303739032,17360.443776282842,13.963757296049952,511797.3918184506,0.9311236935099756,32709.0,2,227,6,10,243,7.429147940933688,15646.989874910592
OSVALDO CRUZ,3534609,2016,0.24950112085950235,131.21175523349436,0.2258767219955205,16888.097769214266,13.862265688671556,376120.74744027713,0.9354616783234172,32593.0,0,445,14,11,470,14.420274292025896,11539.924138320412
OSVALDO CRUZ,3534609,2015,0.2753888084390191,130.73671497584542,0.23876828329484218,19849.297171294475,13.676425070931133,400455.28914633725,0.930266750129879,32475.0,1,384,11,6,401,12.347959969207082,12331.186732758653
OSVALDO CRUZ,3534609,2014,0.2752666173192215,130.24557165861512,0.24452137359750256,20335.261251455504,13.630008848438882,428825.58586151124,0.925145299208017,32353.0,0,383,9,18,410,12.672704231446852,13254.584918292314
OSVALDO CRUZ,3534609,2013,0.2724589553092946,129.7463768115942,0.24111824754103447,20463.854524196555,13.563505340368035,415134.4203392263,0.9216586778612884,32229.0,1,340,10,13,363,11.263148096434888,12880.772606634593
OSVALDO CRUZ,3534609,2012,0.27499799986832774,125.23752012882447,0.24185926902182647,21580.42052463645,13.512227538543328,375422.1155497045,0.9221681536035928,31109.0,0,350,16,11,377,12.118679481821982,12067.958325555452
OSVALDO CRUZ,3534609,2011,0.2700254386018818,124.85909822866344,0.22150572303724003,20016.810176501178,13.48471615720524,554993.7181998768,0.9255749063837995,31015.0,3,435,22,9,466,15.024987909076254,17894.36460421979
OSVALDO CRUZ,3534609,2010,0.28129801952173517,124.46457326892109,0.22673609988032475,19325.44,13.437232524964337,405599.82,0.9209684046704757,30917.0,1,449,23,7,479,15.493094414076397,13118.990199566582
PARAIBUNA,3535606,2017,0.28936957170246624,22.48764822134387,0.15017027353619686,9716.519209114076,12.70592538405267,18317.125367213863,0.9240262830974563,18206.0,2,198,28,15,241,13.237394265626717,1006.1037771731222
PARAIBUNA,3535606,2016,0.28761991910960183,22.438241106719367,0.15033579213916107,9510.492405865009,12.587696814353716,17169.55495874612,0.9137629094399281,18166.0,1,165,23,11,199,10.95453044148409,945.1478013181834
PARAIBUNA,3535606,2015,0.289106557845427,22.38759881422925,0.1666758620689655,10160.278444091848,12.391261171797417,16634.129200175616,0.9089154722333944,18125.0,5,162,34,19,215,11.862068965517242,917.745059320034
PARAIBUNA,3535606,2014,0.3046757932587609,22.335721343873516,0.1508599236852292,12194.107664109586,12.51649560117302,17249.999433558893,0.9080888938228739,18083.0,2,162,13,13,188,10.396505004700547,953.9346034153012
PARAIBUNA,3535606,2013,0.3041632540705995,22.282608695652172,0.14939024390243902,11535.018973012195,12.290538033395176,16582.555951724575,0.9204015023297827,18040.0,0,182,19,28,229,12.6940133037694,919.2104186100097
PARAIBUNA,3535606,2012,0.3462413620141916,21.54891304347826,0.15975008597959417,11256.443199039655,12.272335844994618,76820.90397910685,0.9175189968056333,17446.0,2,187,21,19,227,13.011578585349078,4403.353432254204
PARAIBUNA,3535606,2011,0.3599962081265776,21.514328063241106,0.15811229762314846,10795.983974225814,12.205882352941176,172027.41868386453,0.8976978449037113,17418.0,1,164,7,10,181,10.391548972327477,9876.416275339565
PARAIBUNA,3535606,2010,0.322146761647529,21.472332015810277,0.1598596410492407,12241.27,12.100395825836632,196327.79,0.8757467197078517,17384.0,3,157,11,10,178,10.23930050621261,11293.591233317993
PATROCINIO PAULISTA,3536307,2017,0.31164799493953405,23.80723291307233,0.29565883910528884,40583.34996263589,12.859297666745228,211635.01646884088,0.582146241582278,14351.0,1,234,24,29,287,19.998606368894155,14747.057101863347
PATROCINIO PAULISTA,3536307,2016,0.30994775012244313,23.594890510948908,0.2862265344863953,41897.20338200995,12.663718987963644,181323.47307446663,0.5637838908034061,14223.0,0,286,22,15,323,22.70969556352387,12748.609510965804
PATROCINIO PAULISTA,3536307,2015,0.32332673223860237,23.379230258792305,0.29667210671964805,37692.53464816569,12.85099258550586,199342.38985283836,0.6106140022069533,14093.0,0,200,18,12,230,16.320158944156674,14144.780376984203
PATROCINIO PAULISTA,3536307,2014,0.3336506556110132,23.156934306569344,0.2942187835804857,41237.26111364396,12.479668858047237,238642.42770200054,0.610047697805974,13959.0,1,176,25,18,219,15.688802922845476,17095.954416648794
PATROCINIO PAULISTA,3536307,2013,0.32013648539227063,22.92800265428003,0.2883293538817741,38253.25255287942,12.520200752823087,167734.45378763636,0.6051548457907968,13821.0,0,164,11,15,190,13.747196295492367,12136.202430188581
PATROCINIO PAULISTA,3536307,2012,0.31990900586016785,21.964167219641674,0.281797583081571,37015.554765548244,12.27579737335835,144314.9056647404,0.5746447174931818,13240.0,1,123,9,10,142,10.725075528700906,10899.917346279484
PATROCINIO PAULISTA,3536307,2011,0.31354425529863356,21.76841406768414,0.2549154092363969,32121.727418434213,12.210762331838565,95783.39380350627,0.574361220197791,13122.0,2,101,7,8,116,8.84011583600061,7299.450830933262
PATROCINIO PAULISTA,3536307,2010,0.3319488532737798,21.56934306569343,0.2138132594985387,28257.12,12.164748201438849,83013.58,0.5409863906992766,13002.0,1,88,3,6,97,7.460390709121674,6384.677741885864
PAULINIA,3536505,2017,0.45426662897435705,738.4654178674351,0.3979746143864818,222914.4577789298,14.12779466562071,19371721.953101322,0.9977325691548922,102499.0,15,1114,371,249,1734,16.917238216958214,188994.25314492162
PAULINIA,3536505,2016,0.45578458035594643,721.3832853025935,0.40828739213806325,240516.20029943067,13.895648345197035,24769531.566322554,0.9978018377056282,100128.0,10,1315,378,298,1991,19.884547778843082,247378.67096439115
PAULINIA,3536505,2015,0.46019095266318016,703.9048991354466,0.44907985506949705,188823.48507996637,13.714126173762422,23034946.597423106,0.9979621467690717,97702.0,6,1284,356,347,1987,20.337352357167713,235767.40084566444
PAULINIA,3536505,2014,0.45831944636806504,686.0302593659942,0.42033795066214386,136119.9124302856,13.587757651467832,26264990.21007384,0.9977522908723376,95221.0,11,1221,393,434,2048,21.507860660988648,275831.90903344686
PAULINIA,3536505,2013,0.45635960002466547,667.6368876080691,0.4667846505805672,99753.89483631786,13.373150545589052,21245828.971820794,0.9973445621495741,92668.0,9,1476,379,464,2319,25.024819786765658,229268.23684357916
